Wall time,Step,Value
1741786446.1861584,5,1.0
1741786970.2556102,6,1.0
1741787038.1106226,10,1.0
1741787562.580457,11,1.0
1741787598.311715,13,0.9993000030517578
1741787615.9505434,14,1.0774999856948853
1741787633.8376777,15,1.2400000095367432
1741788180.6435943,17,1.4524999856948853
1741788198.300305,18,1.5151000022888184
1741788216.06112,19,1.5434999465942383
1741788234.303634,20,1.5285999774932861
1741788823.3168824,24,1.4703999757766724
1741790021.6742923,33,1.3472000360488892
1741790040.194483,34,1.330399990081787
1741790597.749991,36,1.3082000017166138
1741790651.2266533,39,1.3141000270843506
1741790670.0116043,40,1.301900029182434
1741791225.7600439,42,1.2767000198364258
1741791261.8407996,44,1.2697999477386475
1741791280.3601193,45,1.2797000408172607
1741791841.0689044,47,1.270400047302246
1741791877.6270852,49,1.2575000524520874
1741791895.6832705,50,1.257200002670288
1741792475.5233696,53,1.2462999820709229
1741792493.3578262,54,1.253600001335144
1741792511.2196493,55,1.2430000305175781
1741793053.7579887,56,1.2330000400543213
1741793072.2129586,57,1.2056000232696533
1741793126.3875334,60,1.2180999517440796
1741793668.1129103,61,1.228700041770935
1741793704.05302,63,1.2187999486923218
1741793740.4396486,65,1.19760000705719
1741794282.1198733,66,1.207200050354004
1741794300.4358876,67,1.1927000284194946
1741794319.7549572,68,1.1770999431610107
1741794895.7223864,71,1.1516000032424927
1741794914.277013,72,1.1505999565124512
1741794932.8595853,73,1.1505999565124512
1741794950.3911085,74,1.144700050354004
1741795509.4677784,76,1.1344000101089478
1741795563.6151755,79,1.0923999547958374
1741796175.6933029,84,1.087399959564209
1741796193.9462397,85,1.0860999822616577
1741796733.6853013,86,1.0846999883651733
1741796751.1764057,87,1.0801000595092773
1741796769.6926632,88,1.0506000518798828
1741796788.0336323,89,1.04830002784729
1741797402.7244637,94,1.0463000535964966
1741798590.3154502,102,1.0270999670028687
1741798644.631475,105,1.0182000398635864
1741799183.6983678,106,1.028499960899353
1741799834.126745,113,1.010599970817566
1741800410.1383636,116,1.0019999742507935
1741800447.515293,118,0.9861000180244446
1741800466.0165362,119,0.9937000274658203
1741800484.5886161,120,0.9804999828338623
1741801080.2295136,124,0.9639000296592712
1741801098.7269955,125,0.9828000068664551
1741801638.5972743,126,0.9585999846458435
1741801693.231392,129,0.9656000137329102
1741801712.4345016,130,0.9520000219345093
1741802289.939807,133,0.9675999879837036
1741802883.6270573,137,0.9523000121116638
1741802920.6116798,139,0.9549999833106995
1741803477.7531524,141,0.953000009059906
1741803496.817013,142,0.9453999996185303
1741803514.9462466,143,0.9348000288009644
1741803533.2451007,144,0.9355000257492065
1741804128.7349875,148,0.9186000227928162
1741804166.4664304,150,0.9297999739646912
1741804742.7059872,153,0.9020000100135803
1741804761.3700585,154,0.9100000262260437
1741804781.025873,155,0.9089999794960022
1741805335.9638941,157,0.9165999889373779
1741805354.6334546,158,0.9139000177383423
1741805372.8336923,159,0.90829998254776
1741805936.3548863,162,0.9042999744415283
1741805974.6837845,164,0.9006999731063843
1741805993.0191464,165,0.8970999717712402
1741806544.954104,167,0.8980000019073486
1741806564.3587518,168,0.9032999873161316
1741807133.1830535,171,0.8894000053405762
1741807741.8840573,176,0.8698999881744385
1741807761.6658115,177,0.8615999817848206
1741807780.4404557,178,0.8514000177383423
1741807817.610553,180,0.859000027179718
1741808349.985186,181,0.8633000254631042
1741808387.7848437,183,0.8496999740600586
1741808425.186044,185,0.8269000053405762
1741808957.0009768,186,0.8474000096321106
1741808975.8698728,187,0.8169000148773193
1741808994.8736265,188,0.8338000178337097
1741809034.084898,190,0.8295000195503235
1741809566.552375,191,0.8327999711036682
1741810214.3155046,198,0.8029999732971191
1741810784.879076,202,0.7971000075340271
1741811328.4622302,206,0.7986999750137329
1741811347.7258456,207,0.7871999740600586
1741811366.9690921,208,0.7675999999046326
1741811913.320895,212,0.7487999796867371
1741811970.3500824,215,0.7523999810218811
1741812519.3327556,218,0.7378000020980835
1741812538.2142124,219,0.7041000127792358
1741813062.1985543,222,0.728600025177002
1741813081.111035,223,0.7461000084877014
1741813119.247993,225,0.7196000218391418
1741813620.644443,226,0.7421000003814697
1741813640.4505563,227,0.7200000286102295
1741813677.76204,229,0.6955000162124634
1741813697.1142328,230,0.71670001745224
1741814187.3135664,232,0.7639999985694885
1741814206.4433208,233,0.6912000179290771
1741814225.9353466,234,0.6758999824523926
1741814756.0775192,237,0.7053999900817871
1741814813.614736,240,0.7031000256538391
1741815391.7017133,245,0.6851999759674072
1741815881.1544588,247,0.6765999794006348
1741815919.292123,249,0.6991000175476074
1741815938.8444982,250,0.6395000219345093
1741816472.508761,255,0.6736000180244446
1741816994.6226006,258,0.6521000266075134
1741817013.8259032,259,0.6682999730110168
1741817032.8595748,260,0.6567000150680542
1741817541.0964675,261,0.6273000240325928
1741817578.755064,263,0.6607000231742859
1741818126.3573837,267,0.6093999743461609
1741818165.752148,269,0.6209999918937683
1741818602.8265615,271,0.6093999743461609
1741818640.7692645,273,0.621999979019165
1741819196.6784773,278,0.6043999791145325
1741819235.8012938,280,0.6322000026702881
1741819757.8053546,284,0.5730000138282776
1741820278.326974,289,0.6033999919891357
1741820752.630836,291,0.5914999842643738
1741820771.2309391,292,0.5997999906539917
1741820829.33175,295,0.5889000296592712
1741821307.5692163,297,0.5918999910354614
1741821326.5050097,298,0.5971999764442444
1741821345.632825,299,0.5978000164031982
1741821875.227889,301,0.5911999940872192
1741821894.4230485,302,0.5875999927520752
1741821913.868245,303,0.5809000134468079
1741822484.7433581,307,0.583299994468689
1741822504.467006,308,0.5918999910354614
1741822543.09318,310,0.6007999777793884
1741823035.1431315,313,0.5709999799728394
1741823563.0516775,317,0.5835999846458435
1741823582.2914176,318,0.5835999846458435
1741823602.028805,319,0.5759999752044678
1741823621.0192614,320,0.59579998254776
1741824101.302342,322,0.5947999954223633
1741824158.295479,325,0.5404999852180481
1741824647.275617,326,0.5151000022888184
1741824666.7196808,327,0.5859000086784363
1741824725.319441,330,0.5365999937057495
1741825211.1405778,331,0.5782999992370605
1741825249.6475673,333,0.5306000113487244
1741825777.4859006,339,0.5852000117301941
1741826290.6764605,341,0.5845999717712402
1741826349.5496585,344,0.5249999761581421
1741826369.3395345,345,0.5782999992370605
1741826800.8671012,347,0.5353000164031982
1741826820.3552947,348,0.539900004863739
1741827319.2155275,353,0.5713000297546387
1741827339.287144,354,0.5435000061988831
1741827840.2873266,356,0.5558000206947327
1741827878.9497912,358,0.5404999852180481
1741827898.3687873,359,0.5444999933242798
1741827918.158306,360,0.5292999744415283
1741828417.9127247,363,0.5236999988555908
1741828437.5919018,364,0.551800012588501
1741828941.637616,367,0.5220000147819519
1741828961.4852643,368,0.498199999332428
1741829000.9586139,370,0.5439000129699707
1741829465.144439,371,0.5189999938011169
1741829503.7588558,373,0.5551000237464905
1741830027.6720788,377,0.5160999894142151
1741830047.0829074,378,0.5580999851226807
1741830067.5585413,379,0.5270000100135803
1741830531.716101,381,0.555400013923645
1741830550.7442818,382,0.545199990272522
1741830609.6172707,385,0.5151000022888184
1741831036.8020902,386,0.4945000112056732
1741831056.8615842,387,0.531000018119812
1741831076.179815,388,0.542900025844574
1741831115.3975754,390,0.5242999792098999
1741831556.2288837,391,0.48820000886917114
1741831575.6879606,392,0.5123999714851379
1741831595.0749235,393,0.49950000643730164
1741832624.1635742,402,0.5206999778747559
1741832643.1166975,403,0.5253000259399414
1741832682.0934744,405,0.5030999779701233
1741833139.7889433,408,0.5335999727249146
1741833685.3304424,415,0.5299999713897705
1741834107.841229,416,0.5077999830245972
1741834186.3012767,420,0.4514999985694885
1741834604.241813,421,0.4991999864578247
1741834623.3139718,422,0.48559999465942383
1741834662.251834,424,0.47999998927116394
1741835072.1267214,426,0.5260000228881836
1741835150.7137318,430,0.483599990606308
1741836009.454632,439,0.4952000081539154
1741836029.1353292,440,0.49950000643730164
1741836425.5182595,441,0.421099990606308
1741836444.5943434,442,0.43959999084472656
1741836483.4056559,444,0.48100000619888306
1741836502.9969661,445,0.5273000001907349
1741836870.4238384,448,0.4666999876499176
1741837247.320895,451,0.48030000925064087
1741837702.9031703,458,0.4819999933242798
1741837722.2163818,459,0.4375999867916107
1741837741.6737456,460,0.43959999084472656
1741838114.5693035,461,0.4124000072479248
1741838152.8358822,463,0.43070000410079956
1741838172.5463831,464,0.4984999895095825
1741838192.0319686,465,0.4684000015258789
1741838530.3627353,467,0.4674000144004822
1741838550.2026446,468,0.4666999876499176
1741838569.621973,469,0.45579999685287476
1741838918.447318,471,0.5296000242233276
1741838958.0145037,473,0.43630000948905945
1741838976.96961,474,0.4555000066757202
1741839444.066776,478,0.43959999084472656
1741839893.3112664,485,0.43790000677108765
1741840279.1303892,488,0.4767000079154968
1741840298.3694882,489,0.4375999867916107
1741840685.0910594,491,0.4975000023841858
1741840723.9614377,493,0.4442000091075897
1741841086.303919,496,0.43689998984336853
1741841984.638071,507,0.4521999955177307
1741842043.405453,510,0.4690000116825104
1741842369.0612166,511,0.40220001339912415
1741842389.1376328,512,0.40849998593330383
1741842427.491079,514,0.41839998960494995
1741842749.2073615,516,0.444599986076355
1741842768.5790534,517,0.4499000012874603
